bookchapter,out_degree,betweenness,eigen
"walls7,  chapter-10",0.00048212963839768013,3.4050436005164946e-44,3.4050436005164946e-44
"sfregola,  welcome",0.004469372845690556,0.006947459961630609,0.006947459961630609
"khan,  chapter-3",0.01577893969173098,0.0622272302739922,0.0622272302739922
"rotem,  chapter-2",5.091126065445408e-07,5.314474144765475e-15,5.314474144765475e-15
"rotem,  chapter-3",0.0,5.314474144765475e-15,5.314474144765475e-15
"rotem,  chapter-1",0.0,5.314474144765475e-15,5.314474144765475e-15
"elgendy,  welcome",0.0027251793500518724,0.010199644104183907,0.010199644104183907
"elgendy,  chapter-5",0.0027953300240016305,0.01590926910349881,0.01590926910349881
"elgendy,  chapter-6",0.005874265130049092,0.032801444752618765,0.032801444752618765
"lerner,  chapter-1",0.00068589226178415,0.016686750753255132,0.016686750753255132
"briggs,  chapter-1",0.0006802920231121596,0.0044578752798974455,0.0044578752798974455
"elgendy,  chapter-9",0.001543602580054023,0.013594990731181162,0.013594990731181162
"ceder3,  part-2",0.0,0.026949388138787913,0.026949388138787913
"harenslak,  chapter-1",0.0042397180164880244,0.022329716369076977,0.022329716369076977
"bragilevsky,  chapter-8",0.00048365697621731375,3.806785930821229e-26,3.806785930821229e-26
"bragilevsky,  chapter-5",0.0,1.2372054275168986e-24,1.2372054275168986e-24
"orland,  chapter-7",2.036450426178163e-06,1.1071550858649084e-42,1.1071550858649084e-42
"orland,  b-getting-set-up-with-python",0.0,2.379241206763268e-24,2.379241206763268e-24
"fisher,  chapter-9",0.0,5.159156970479536e-46,5.159156970479536e-46
"hinman,  chapter-2",0.0,3.4050436005164946e-44,3.4050436005164946e-44
"godsey,  chapter-2",0.0,1.903392965410614e-26,1.903392965410614e-26
"godsey,  chapter-3",5.091126065445408e-07,6.376366434125559e-25,6.376366434125559e-25
"godsey,  chapter-5",0.0,6.1860271375844965e-25,6.1860271375844965e-25
"siriwardena,  chapter-7",0.0,0.0008687621484558507,0.0008687621484558507
"brady,  chapter-2",0.0,5.159156970479536e-46,5.159156970479536e-46
"brady,  chapter-12",0.0,3.4050436005164946e-44,3.4050436005164946e-44
"posta2,  chapter-4",0.0004887481022827591,0.0011245866045410462,0.0011245866045410462
"posta2,  chapter-5",0.0,0.0003003352646562855,0.0003003352646562855
"rhys,  chapter-3",0.0,1.903392965410614e-26,1.903392965410614e-26
"jones8,  chapter-2",0.001352095713851786,0.024248910911968926,0.024248910911968926
"jones8,  chapter-4",0.001331732421762877,0.03167244484284498,0.03167244484284498
"jones8,  chapter-3",0.0026466144284220017,0.020375842401654694,0.020375842401654694
"jones8,  chapter-5",0.0,0.011540327164427502,0.011540327164427502
"bhargava,  chapter-2",0.0,1.903392965410614e-26,1.903392965410614e-26
"richardson3,  chapter-10",0.0,0.021098170504282417,0.021098170504282417
"terrell,  chapter-1",0.002427376177632007,3.514786150700108e-05,3.514786150700108e-05
"terrell,  about-this-book",0.002421775938960017,9.386387257586671e-06,9.386387257586671e-06
"brown2,  chapter-4",0.004457284614188032,0.01867930643971824,0.01867930643971824
"brown2,  about-the-author",0.0006745499602140618,0.00498859104182267,0.00498859104182267
"bruce,  about-this-book",0.002366428689145446,0.0061774844979484295,0.0061774844979484295
"lock,  about-this-book",0.0,5.159156970479536e-46,5.159156970479536e-46
"brown2,  about-this-book",0.0,3.4050436005164946e-44,3.4050436005164946e-44
"bruce,  chapter-3",0.0,1.903392965410614e-26,1.903392965410614e-26
"rfeldman,  welcome",0.0,1.903392965410614e-26,1.903392965410614e-26
"williams4,  about-this-book",0.0,5.159156970479536e-46,5.159156970479536e-46
"wexler,  chapter-2",0.0,4.939205986129004e-13,4.939205986129004e-13
"grant2,  chapter-7",0.007840279593006655,0.0004923127551635804,0.0004923127551635804
"grant2,  list-of-figures",0.007834679354334665,0.00013148548427235662,0.00013148548427235662
"grant2,  chapter-4",0.01039722972522561,0.016549927735264338,0.016549927735264338
"dabit,  chapter-3",0.0,1.903392965410614e-26,1.903392965410614e-26
"wexler,  about-this-book",5.091126065445408e-07,1.903392965410614e-26,1.903392965410614e-26
"wexler,  chapter-4",0.0,1.903392965410614e-26,1.903392965410614e-26
"zburivsky,  chapter-4",0.004589521036047412,0.015625223876632195,0.015625223876632195
"richardson3,  chapter-8",0.0,1.903392965410614e-26,1.903392965410614e-26
"thomas,  chapter-1",0.0,1.903392965410614e-26,1.903392965410614e-26
"resig,  about-this-book",0.0,5.159156970479536e-46,5.159156970479536e-46
"maras,  about-this-book",0.0,3.4050436005164946e-44,3.4050436005164946e-44
"trask2,  chapter-6",0.0,5.159156970479536e-46,5.159156970479536e-46
"trask2,  chapter-8",1.0182252130890815e-06,3.4050436005164946e-44,3.4050436005164946e-44
"trask2,  chapter-9",1.0182252130890815e-06,1.1071550858649084e-42,1.1071550858649084e-42
"trask2,  chapter-10",0.0,7.613571861642456e-26,7.613571861642456e-26
"farrell,  about-this-book",0.0,5.159156970479536e-46,5.159156970479536e-46
"grant2,  chapter-8",0.0004821296383976801,3.806785930821228e-26,3.806785930821228e-26
"laddad2,  chapter-14",0.0,1.903392965410614e-26,1.903392965410614e-26
"nicieja2,  about-this-book",0.002283310643881501,0.0018363089667805211,0.0018363089667805211
"nicieja2,  chapter-1",0.013297884628111876,0.017889084646531644,0.017889084646531644
"nicieja2,  chapter-2",0.0019085613394141739,0.01382557564114299,0.01382557564114299
"nicieja2,  part-1",0.0,0.0036924422694371234,0.0036924422694371234
"nicieja2,  chapter-3",0.0014157403362790584,0.005037938371073324,0.005037938371073324
"lacey,  about-this-book",0.0,5.159156970479536e-46,5.159156970479536e-46
"foulds2,  chapter-1",0.014544366272135565,0.017267109491651316,0.017267109491651316
"crane3,  about-this-book",0.0007308465475064427,0.026538101205218857,0.026538101205218857
"sonmez,  about-this-book",0.00036821833094194417,0.00653017023113537,0.00653017023113537
"abernethy2,  chapter-11",0.0,1.903392965410614e-26,1.903392965410614e-26
"lemaire,  welcome",0.004219462405261607,0.05496097060141802,0.05496097060141802
"ingersoll,  about-this-book",0.0014835124707165144,0.014678501980780573,0.014678501980780573
"lemaire,  chapter-2",0.0,0.003920194801147707,0.003920194801147707
"kabacoff,  chapter-10",0.0,0.00640850113048767,0.00640850113048767
"skeet2,  chapter-9",0.0,1.903392965410614e-26,1.903392965410614e-26
"samir,  chapter-1",0.0,0.007163508080299213,0.007163508080299213
"ellnestam,  about-this-book",0.002860486875903826,0.004777781641336953,0.004777781641336953
"hammarberg,  chapter-1",0.002854886637231836,0.0017410298521064185,0.0017410298521064185
"osherove3,  about-this-book",0.005128174284893416,0.003903680889835573,0.003903680889835573
"atencio3,  welcome",0.0016073102185172126,0.005433763626342141,0.005433763626342141
"fisher2,  welcome",0.001522838047441932,0.011606448707946635,0.011606448707946635
"elgendy,  chapter-2",0.005706463257915914,0.06711776625836836,0.06711776625836836
"elgendy,  chapter-3",0.006263396241041235,0.05520713014169513,0.05520713014169513
"elgendy,  chapter-4",0.004354578665743046,0.03779489000094636,0.03779489000094636
"cai,  chapter-2",0.00025353306407138965,0.01751101703297838,0.01751101703297838
"cai,  chapter-4",0.0005463955623394441,0.030875040659115272,0.030875040659115272
"elgendy,  chapter-7",0.0012640223465575928,0.04225961225857623,0.04225961225857623
"elgendy,  chapter-8",0.0014494481385997615,0.02147579463868963,0.02147579463868963
"elgendy,  chapter-1",0.007491568557521197,0.06927427186698325,0.06927427186698325
"elgendy,  copyright-2019-manning-publications",0.0007792755544424445,0.026053353243033036,0.026053353243033036
"raaijmakers,  chapter-1",0.014171796832433546,0.07040928720193003,0.07040928720193003
"allaire,  chapter-3",0.01398479818441703,0.09581349375482764,0.09581349375482764
"allaire,  list-of-figures",0.00038347536400180725,0.019531897443345103,0.019531897443345103
"allaire,  chapter-4",0.0007299359881095368,0.02583934671135422,0.02583934671135422
"allaire,  part-2",0.0013215507623909669,0.025606088997038277,0.025606088997038277
"zai,  welcome",0.0059646308899072,0.018972394656881227,0.018972394656881227
"allaire,  chapter-6",0.00655525069301276,0.07354890007642946,0.07354890007642946
"elgendy,  brief-contents",0.000486711651856581,0.019655750688505783,0.019655750688505783
"elgendy,  table-of-contents",0.0004811114131845911,0.005253167136518554,0.005253167136518554
"allaire,  chapter-5",0.001185143582941644,0.05130985744461589,0.05130985744461589
"juric2,  chapter-2",0.0,5.159156970479536e-46,5.159156970479536e-46
"hunter,  chapter-7",0.0004882389896762146,0.00890962144113297,0.00890962144113297
"tanweihao,  chapter-1",0.0,0.0023794512099976008,0.0023794512099976008
"raaijmakers,  chapter-2",0.0009807937214394607,0.019655750688505783,0.019655750688505783
"hagiwara,  welcome",0.0009751934827674705,0.005253167136518554,0.005253167136518554
"lane,  about-this-book",0.004730820678247218,0.029561408614570066,0.029561408614570066
"harenslak,  chapter-3",0.0,0.0136850037403479,0.0136850037403479
"kurt,  chapter-20",0.0,5.159156970479536e-46,5.159156970479536e-46
"bragilevsky,  chapter-6",0.0009652775020084493,3.806785930821229e-26,3.806785930821229e-26
"bragilevsky,  chapter-9",0.0,0.029446757910377215,0.029446757910377215
"ponelat,  chapter-3",0.00319685262380883,0.029446757910377215,0.029446757910377215
"graingert,  welcome",0.0,5.159156970479536e-46,5.159156970479536e-46
"graingert,  chapter-1",0.00048212963839768013,3.806785930821228e-26,3.806785930821228e-26
"graingert,  chapter-2",0.021397133726477287,0.11486576821135466,0.11486576821135466
"teofili,  chapter-3",0.005894033673172101,0.043586160439284066,0.043586160439284066
"teofili,  chapter-1",0.0004667757058040746,0.011640888718383395,0.011640888718383395
"jain,  chapter-3",0.0005873071003146718,0.031989137344192356,0.031989137344192356
"buckett,  chapter-8",0.0,0.014527654000064569,0.014527654000064569
"rfeldman,  chapter-8",0.0,5.159156970479536e-46,5.159156970479536e-46
"rfeldman,  chapter-1",0.0,2.053744660314787e-06,2.053744660314787e-06
"siddaway2,  about-this-book",0.0038775713156454037,0.0005069486468016418,0.0005069486468016418
"siddaway2,  chapter-2",0.003871971076973414,0.00018474925964862145,0.00018474925964862145
"jones3,  chapter-21",0.003866370838301424,4.934590876003268e-05,4.934590876003268e-05
"lock,  chapter-2",0.0,1.903392965410614e-26,1.903392965410614e-26
"lock,  chapter-3",0.002444176893647977,0.0009913758008355527,0.0009913758008355527
"lock,  chapter-12",0.002438576654975987,0.00036121833026619195,0.00036121833026619195
"lock,  chapter-5",0.002432976416303997,9.64652167903801e-05,9.64652167903801e-05
"meeks2,  chapter-2",0.004067007795213055,0.02404958947805985,0.02404958947805985
"meeks2,  chapter-3",0.007778174750983912,0.03560677313311895,0.03560677313311895
"fain3,  chapter-5",0.003447883912240429,0.005608428427175541,0.005608428427175541
"fain3,  chapter-13",0.004406542950363802,0.0020437389621108205,0.0020437389621108205
"luksa,  appendix-a",6.077592349269092e-05,4.544371579555473e-16,4.544371579555473e-16
"devore,  about-this-book",0.006311123715572245,0.012257196945419262,0.012257196945419262
"roestenburg,  about-this-book",0.0012146379180930612,0.004242353238795316,0.004242353238795316
"devore,  chapter-2",0.0015923159424184273,0.005851491139606185,0.005851491139606185
"maurer,  chapter-13",0.0,1.903392965410614e-26,1.903392965410614e-26
"jones6,  chapter-41",0.0,1.903392965410614e-26,1.903392965410614e-26
"larsen2,  about-this-book",1.0182252130890815e-06,1.903392965410614e-26,1.903392965410614e-26
"payette3,  chapter-2",1.0182252130890815e-06,1.903392965410614e-26,1.903392965410614e-26
"payette3,  chapter-4",0.0,1.903392965410614e-26,1.903392965410614e-26
"maurer,  chapter-1",0.0,1.903392965410614e-26,1.903392965410614e-26
"maurer,  chapter-3",1.5273378196336224e-06,6.376366434125559e-25,6.376366434125559e-25
"maurer,  chapter-4",2.036450426178163e-06,1.0535280063547752e-23,1.0535280063547752e-23
"maurer,  chapter-5",1.5273378196336224e-06,1.1446053597496731e-22,1.1446053597496731e-22
"maurer,  chapter-6",0.0,9.198812692884685e-22,9.198812692884685e-22
"lock,  chapter-1",0.0029044874203366052,0.0027208460861376867,0.0027208460861376867
"terrell,  chapter-6",0.0,1.903392965410614e-26,1.903392965410614e-26
"marguerie,  chapter-9",2.4182848810865687e-05,6.376366434125559e-25,6.376366434125559e-25
"marguerie,  chapter-10",0.0005058033746020013,6.1860271375844965e-25,6.1860271375844965e-25
"miell2,  chapter-4",0.0009864056751800478,9.935711279443407e-24,9.935711279443407e-24
"normand,  chapter-4",0.0011397551830384096,0.016618595787256676,0.016618595787256676
"preukschat,  ",0.0010682251570917822,0.0062597276743851385,0.0062597276743851385
"windmill,  part-2",0.0,0.005796402652679598,0.005796402652679598
"stevens2,  chapter-9",0.0,5.159156970479536e-46,5.159156970479536e-46
"stevens2,  chapter-10",0.0,1.903392965410614e-26,1.903392965410614e-26
"iannone,  chapter-1",0.0032204882682589715,0.013591010773370785,0.013591010773370785
"chollet,  part-1",0.0,5.159156970479536e-46,5.159156970479536e-46
"carroll,  chapter-2",0.0,1.903392965410614e-26,1.903392965410614e-26
"ceder2,  chapter-3",6.10935127853449e-06,6.376366434125558e-25,6.376366434125558e-25
"ceder2,  part-2",1.1200477343979896e-05,6.186027137584496e-25,6.186027137584496e-25
"ceder2,  chapter-5",1.527337819633622e-05,9.935711279443401e-24,9.935711279443401e-24
"ceder2,  chapter-6",1.8328053835603467e-05,1.0516246133893643e-22,1.0516246133893643e-22
"ceder2,  chapter-4",2.036450426178163e-05,8.252540880130799e-22,8.252540880130799e-22
"ceder2,  chapter-7",2.1382729474870713e-05,5.122154190462713e-21,5.122154190462713e-21
"ceder2,  chapter-9",2.9019418573038824e-05,1.1252835962419133e-15,1.1252835962419133e-15
"ceder2,  chapter-8",1.934627904869255e-05,5.981467357046697e-16,5.981467357046697e-16
"ceder2,  chapter-10",1.6291603409425305e-05,6.787239131668829e-16,6.787239131668829e-16
"ceder2,  chapter-18",1.323692777015806e-05,7.701673296960381e-16,7.701673296960381e-16
"ceder2,  chapter-12",1.0182252130890815e-05,8.739386770979776e-16,8.739386770979776e-16
"ceder2,  chapter-13",7.127576491623571e-06,9.916822389855018e-16,9.916822389855018e-16
"ceder2,  chapter-15",0.0,5.981467357046697e-16,5.981467357046697e-16
"kurt,  chapter-21",0.0,1.903392965410614e-26,1.903392965410614e-26
"kopec2,  chapter-1",0.01518829881789659,0.06789958186859735,0.06789958186859735
"kopec2,  about-this-book",0.0024209572976075784,0.007864148785708356,0.007864148785708356
"garreau,  chapter-9",0.0014251326034813684,0.0009915386684935276,0.0009915386684935276
"mcnamara,  chapter-3",0.0028705032934613194,0.007465819093111175,0.007465819093111175
"geers,  chapter-3",0.010351188102223418,0.01949488171978074,0.01949488171978074
"mcnamara,  chapter-4",0.0009703686280738947,0.0027207698725278816,0.0027207698725278816
"borgatti,  chapter-7",0.0,0.0002648362108137889,0.0002648362108137889
"khorikov,  part-3",0.0010758822157802504,0.014661743645254544,0.014661743645254544
"khorikov,  chapter-8",0.0010702819771082608,0.003915671162571694,0.003915671162571694
"prasanna,  about-this-book",0.0010646817384362707,0.0010457430815979235,0.0010457430815979235
"walls5,  about-this-book",0.0,0.00304621036606909,0.00304621036606909
"fairbairn,  about-this-book",0.00048772987706967004,0.015556297226136355,0.015556297226136355
"cahill,  about-this-book",0.0,0.004154556038142256,0.004154556038142256
"langr,  chapter-2",0.0,1.903392965410614e-26,1.903392965410614e-26
"richer2,  chapter-4",0.0,0.010179912834042942,0.010179912834042942
"garreau,  about-this-book",0.0010350598699454875,0.005796402652679598,0.005796402652679598
"fain,  chapter-2",0.0,0.00014978920169509574,0.00014978920169509574
"pharrington,  about-this-book",0.001099005774674241,0.001110128612844628,0.001110128612844628
"petricek,  chapter-9",0.004354440123775457,0.013777234048723752,0.013777234048723752
"smart,  about-this-book",0.004830969523501147,0.003679475282520169,0.003679475282520169
"umali,  chapter-8",0.0,1.903392965410614e-26,1.903392965410614e-26
"umali,  chapter-9",0.00048263875100422465,1.903392965410614e-26,1.903392965410614e-26
"umali,  chapter-14",0.0009642592767953603,6.376366434125559e-25,6.376366434125559e-25
"grant2,  chapter-6",0.00625750304703895,4.791338838421437e-05,4.791338838421437e-05
"grant2,  chapter-9",0.00625190280836696,1.7459717526778597e-05,1.7459717526778597e-05
"grant2,  chapter-3",0.0024116664172014897,0.0004923127551635804,0.0004923127551635804
"grant2,  part-2",0.0024060661785294995,0.00013148548427235662,0.00013148548427235662
"sbarski2,  chapter-5",0.0,0.0051108512172293044,0.0051108512172293044
"ponge,  chapter-4",0.0,1.6259327276329826e-17,1.6259327276329826e-17
"chang,  about-this-book",0.0014647169690286438,0.005796402652679598,0.005796402652679598
"teofili,  chapter-4",0.0,1.903392965410614e-26,1.903392965410614e-26
"walls7,  chapter-12",0.0,1.903392965410614e-26,1.903392965410614e-26
"farrell,  chapter-3",5.091126065445408e-07,6.376366434125559e-25,6.376366434125559e-25
"guthrie2,  chapter-4",0.0,6.1860271375844965e-25,6.1860271375844965e-25
"ceder2,  chapter-2",0.0,1.903392965410614e-26,1.903392965410614e-26
"skeet5,  foreword",0.004129404287483749,0.0068758483820804865,0.0068758483820804865
"grant2,  appendix-a",0.0019305550040168986,2.855089448115918e-23,2.855089448115918e-23
"noback,  chapter-2",0.015905608307857984,0.07648756491404043,0.07648756491404043
"siriwardena,  chapter-13",0.0,0.05771207170816509,0.05771207170816509
"carnell,  chapter-7",0.0,1.903392965410614e-26,1.903392965410614e-26
"wittig,  about-this-book",0.00048772987706967004,0.004444655384535783,0.004444655384535783
"wittig4,  about-this-book",0.0,0.0011870288042947355,0.0011870288042947355
"cdavis,  chapter-11",0.0,1.903392965410614e-26,1.903392965410614e-26
"duncan,  chapter-6",0.0,1.903392965410614e-26,1.903392965410614e-26
"cdavis,  chapter-10",0.0029866854814889167,0.0011470389916040673,0.0011470389916040673
"parlog,  chapter-3",0.0,1.903392965410614e-26,1.903392965410614e-26
"zai,  chapter-4",0.00048772987706967004,0.00045367271210442357,0.00045367271210442357
"zai,  chapter-5",0.0,0.00016542175260282334,0.00016542175260282334
"bell,  chapter-1",0.0,1.903392965410614e-26,1.903392965410614e-26
"bell,  part-3",0.000486711651856581,0.0038540791352810115,0.0038540791352810115
"godsey,  about-this-book",0.00048111141318459103,0.0010294037062584672,0.0010294037062584672
"bell,  chapter-4",0.00048772987706967004,0.006688320245217188,0.006688320245217188
"bell,  thinking-like-a-programmer-big-ideas",0.0,0.0017863873372173313,0.0017863873372173313
"lerner,  how-to-use-the-video-supplements",0.0,0.017281698675841877,0.017281698675841877
"abernethy2,  chapter-14",0.0,1.903392965410614e-26,1.903392965410614e-26
"sonmez,  chapter-2",0.0,0.001196400831963404,0.001196400831963404
"ibsen,  chapter-2",0.0,1.903392965410614e-26,1.903392965410614e-26
"richer2,  chapter-3",0.0002830743230661365,0.007864148785708356,0.007864148785708356
"yerburgh,  chapter-2",0.0024549409887577754,0.00021089974888624177,0.00021089974888624177
"yerburgh,  chapter-1",0.0,7.68534357688021e-05,7.68534357688021e-05
"yerburgh,  appendix-a",0.0,7.68534357688021e-05,7.68534357688021e-05
"yerburgh,  chapter-3",0.0009815691054178746,5.6327203017924396e-05,5.6327203017924396e-05
"yerburgh,  chapter-4",0.0004912936653154818,2.0526232750877694e-05,2.0526232750877694e-05
"yerburgh,  chapter-5",0.0,5.482250790594385e-06,5.482250790594385e-06
"riscutia,  chapter-4",0.0,1.903392965410614e-26,1.903392965410614e-26
"blackheath,  chapter-10",0.0004826387510042246,1.903392965410614e-26,1.903392965410614e-26
"daniels,  chapter-10",0.0009642592767953601,1.903392965410614e-26,1.903392965410614e-26
"riscutia,  chapter-7",0.00587485448520718,0.006996619797642302,0.006996619797642302
"mcnamara,  chapter-12",0.001521222811548348,0.0025498263222849676,0.0025498263222849676
"abernethy2,  chapter-1",0.001515622572876358,0.0009292584739569007,0.0009292584739569007
"gordon,  chapter-1",0.0015100223342043681,0.0003386620958157404,0.0003386620958157404
"gordon,  chapter-6",0.0015044220955323783,0.00012342451330541964,0.00012342451330541964
"vos,  chapter-4",0.0,7.73574222812336e-05,7.73574222812336e-05
"jones,  about-this-book",0.0,5.159156970479536e-46,5.159156970479536e-46
"jones3,  about-this-book",0.0,3.4050436005164946e-44,3.4050436005164946e-44
"payette3,  chapter-1",0.002639486851930378,0.007424171951918874,0.007424171951918874
"cantelon2,  chapter-2",0.0,0.004281059281540527,0.004281059281540527
"osherove2,  chapter-2",0.005309204237796853,0.0333396630974101,0.0333396630974101
"mcquaid,  about-this-book",0.0,0.018069579276507302,0.018069579276507302
"daniel,  chapter-3",0.0,5.159156970479536e-46,5.159156970479536e-46
"daniel,  chapter-10",0.0,3.4050436005164946e-44,3.4050436005164946e-44
"plunk,  welcome",0.001637639825018211,0.0017472482547069518,0.0017472482547069518
"skeet5,  chapter-9",0.008150383718171552,1.3562782987764032e-05,1.3562782987764032e-05
"skeet5,  chapter-6",0.005149384537311447,0.04117537563025397,0.04117537563025397
"skeet3,  chapter-15",0.0,0.010997096656413484,0.010997096656413484
"ketelsen,  chapter-5",0.0,1.903392965410614e-26,1.903392965410614e-26
"ibsen,  chapter-6",0.0,5.159156970479536e-46,5.159156970479536e-46
"ibsen,  chapter-14",0.0,0.0003779348349710378,0.0003779348349710378
"parlog,  about-this-book",0.0,5.159156970479536e-46,5.159156970479536e-46
"hocking2,  about-this-book",0.0020865300837717895,0.061836818983498514,0.061836818983498514
"williams,  chapter-3",1.0182252130890815e-06,1.2372054275168993e-24,1.2372054275168993e-24
"williams4,  chapter-3",0.0,1.9833354699578605e-23,1.9833354699578605e-23
"byars,  chapter-3",0.0,1.903392965410614e-26,1.903392965410614e-26
"byars,  part-2",0.0,6.376366434125559e-25,6.376366434125559e-25
"siddaway3,  chapter-9",0.0,1.903392965410614e-26,1.903392965410614e-26
"nicieja2,  chapter-7",0.0017913833274323966,0.04483147197208549,0.04483147197208549
"riscutia,  chapter-6",0.0017430873351751148,0.012877681084084124,0.012877681084084124
"garrard,  about-this-book",0.0,5.159156970479536e-46,5.159156970479536e-46
"osherove4,  chapter-1",0.0035038264746638428,0.02037555262395159,0.02037555262395159
"stojanovic,  chapter-2",0.0011649005550345636,0.004444655384535783,0.004444655384535783
"cdavis,  chapter-2",0.001159300316362574,0.0011870288042947355,0.0011870288042947355
"winkler,  chapter-2",0.0011537000776905837,0.00031701715186542676,0.00031701715186542676
"mikowski,  chapter-3",0.010619894791749325,0.01700305837587297,0.01700305837587297
"cdavis,  chapter-3",0.0008779893742336507,0.0061962833346015465,0.0061962833346015465
"smith3,  about-this-book",0.0,5.159156970479536e-46,5.159156970479536e-46
"smith3,  chapter-14",0.0,3.4050436005164946e-44,3.4050436005164946e-44
"posta2,  chapter-3",0.0014631896312090101,0.011556534401186163,0.011556534401186163
"posta2,  chapter-7",0.0009764779793524292,0.003086344203562344,0.003086344203562344
"harenslak,  welcome",0.0,5.159156970479536e-46,5.159156970479536e-46
"wittig4,  chapter-1",0.0,1.903392965410614e-26,1.903392965410614e-26
"buonanno,  about-this-book",0.0,5.159156970479536e-46,5.159156970479536e-46
"metzgar2,  introduction",0.0,3.4050436005164946e-44,3.4050436005164946e-44
"dashorst,  chapter-13",0.0,1.903392965410614e-26,1.903392965410614e-26
"hume2,  chapter-2",0.006384861374029401,0.04602905936398075,0.04602905936398075
"hume2,  chapter-6",0.0,0.01677411184725286,0.01677411184725286
"palmer,  chapter-1",0.0014631896312090101,0.019514399834461196,0.019514399834461196
"palmer,  chapter-4",0.0009764779793524292,0.007110665983977165,0.007110665983977165
"palmer,  chapter-8",0.0004887481022827591,0.0025909652075530695,0.0025909652075530695
"palmer,  appendix-a",0.0,0.0006919523527405721,0.0006919523527405721
"williams4,  welcome",0.0,5.159156970479536e-46,5.159156970479536e-46
"seemann2,  about-this-book",0.0009666558160297594,0.03214275939261343,0.03214275939261343
"seemann2,  chapter-1",0.016467119501958154,0.12546227594164489,0.12546227594164489
"hicks,  chapter-23",0.0,1.903392965410614e-26,1.903392965410614e-26
"krunic,  chapter-4",0.0021900270507383326,0.03560806355321815,0.03560806355321815
"graingert,  meap-version-1",0.001646933691631095,0.030678711537565056,0.030678711537565056
"rioux,  chapter-1",0.0014295881991770705,0.04185840465619575,0.04185840465619575
"negro,  chapter-4",0.0014239879605050805,0.0111796931186307,0.0111796931186307
"williams4,  chapter-6",0.00048772987706967004,0.04385590410487133,0.04385590410487133
"williams4,  chapter-9",0.0,0.011713144712257898,0.011713144712257898
"snyder,  chapter-13",0.0,1.903392965410614e-26,1.903392965410614e-26
"buonanno,  chapter-1",0.0039229517769456745,0.013931241106893082,0.013931241106893082
"scott3,  the-role-of-mv-frameworks",0.0009754597541393401,2.8794351347640173e-05,2.8794351347640173e-05
"scott3,  embracing-modularity-and-dependency-management",0.0004882389896762146,7.690020481167758e-06,7.690020481167758e-06
"atencio,  chapter-6",5.091126065445408e-07,6.376366434125559e-25,6.376366434125559e-25
"atencio,  chapter-5",0.0,6.1860271375844965e-25,6.1860271375844965e-25
"kopec2,  chapter-5",0.00013434539921632394,0.0028654660883534197,0.0028654660883534197
"geewax2,  about-this-book",0.0,5.159156970479536e-46,5.159156970479536e-46
"geewax2,  chapter-1",0.0029366027284265838,0.001771169308937976,0.001771169308937976
"geewax2,  chapter-2",0.00048772987706967004,0.0018364192687914248,0.0018364192687914248
"geewax2,  chapter-3",0.0,0.0006691548681648581,0.0006691548681648581
"vos,  about-this-meap",0.0,5.159156970479536e-46,5.159156970479536e-46
"jones5,  about-this-book",0.0,0.010170363975331257,0.010170363975331257
"jones5,  chapter-12",0.0031911536306069087,0.021456771352871752,0.021456771352871752
"skeet5,  chapter-4",0.005404013843309977,0.020804349751227056,0.020804349751227056
"hillard,  chapter-4",0.0028854259594462283,0.019873690470490625,0.019873690470490625
"geers,  chapter-1",0.002369419084451449,0.0235109271721677,0.0235109271721677
"jones5,  chapter-13",0.0,0.00856685214006615,0.00856685214006615
"lemaire,  chapter-5",0.0,0.021582609124668858,0.021582609124668858
"atencio,  about-this-book",0.003905402804803172,0.005958848908935476,0.005958848908935476
"seemann2,  chapter-12",0.0005912440590874885,0.0117131447122579,0.0117131447122579
"kawalerowicz,  about-this-book",0.0022889108825534907,0.0068758483820804865,0.0068758483820804865
"seemann2,  chapter-10",0.00048772987706967004,0.0006691096552872369,0.0006691096552872369
"skeet3,  about-this-book",0.0,0.00017869498417713223,0.00017869498417713223
"geers,  chapter-2",0.0,1.903392965410614e-26,1.903392965410614e-26
"adzic,  chapter-1",0.0,5.159156970479536e-46,5.159156970479536e-46
"adzic,  chapter-2",0.004825369284829157,0.0013407381253453794,0.0013407381253453794
"smart,  chapter-3",0.004819769046157167,0.0004885386395879407,0.0004885386395879407
"smart,  deliberate-discovery-a-sonnet-",0.004814168807485177,0.00013047179251057198,0.00013047179251057198
"adzic,  chapter-5",0.004808568568813188,4.754068899799023e-05,4.754068899799023e-05
"adzic,  chapter-6",0.00480551389317392,1.406496344486443e-05,1.406496344486443e-05
"adzic,  about-the-author",0.0,3.7561985233511993e-06,3.7561985233511993e-06
"nicieja2,  chapter-4",0.005275933941621076,5.1248271156552704e-06,5.1248271156552704e-06
"adzic,  chapter-4",0.0,1.368628592304071e-06,1.368628592304071e-06
"nicieja2,  chapter-8",0.0019529559587048585,0.005003141554035281,0.005003141554035281
"nicieja2,  chapter-9",0.0004882389896762146,0.0018231511308871718,0.0018231511308871718
"adzic,  chapter-8",0.0004912936653154818,0.0008437996282857723,0.0008437996282857723
"smart,  chapter-4",0.0004882389896762146,0.0013362282412279487,0.0013362282412279487
"adzic,  chapter-9",0.0,0.00022535991269832835,0.00022535991269832835
"infante,  chapter-2",0.0017139255213861804,0.025268444085850973,0.025268444085850973
"infante,  chapter-3",0.0,0.0025601019237135644,0.0025601019237135644
"seemann2,  chapter-7",0.0,5.159156970479536e-46,5.159156970479536e-46
